City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
209,Guhagar,IN,78.75,overcast clouds,17.4842,73.1929,Hotel Seawinds
210,Manta,EC,76.78,broken clouds,-0.95,-80.7333,Balandra Hotel
211,Cherskiy,RU,34.16,few clouds,68.75,161.3,Gostinitsa
212,Berlevag,NO,66.0,light rain,70.8578,29.0864,Kvitbrakka
213,Kloulklubed,PW,82.36,moderate rain,7.0419,134.2556,Storyboard Beach Resort
215,Lukavica,BA,92.16,clear sky,44.7628,18.1689,DUJA
216,New Norfolk,AU,38.71,clear sky,-42.7826,147.0587,The Shingles Riverside Cottages
217,Omboue,GA,74.8,broken clouds,-1.5746,9.2618,Hotel Olako
218,San Cristobal,VE,77.18,overcast clouds,7.7669,-72.225,Pirineos
219,Tura,IN,75.78,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
220,Morondava,MG,73.2,clear sky,-20.2833,44.2833,La Case Bambou
221,Iqaluit,CA,40.73,overcast clouds,63.7506,-68.5145,Frobisher Inn
222,Fjerritslev,DK,71.46,broken clouds,57.0813,9.2664,Danhostel Fjerritslev
223,Husavik,IS,50.72,broken clouds,66.0449,-17.3389,Bjarnabúð
224,Ponta Do Sol,PT,75.13,clear sky,32.6667,-17.1,Hotel do Campo
225,Horta,PT,76.64,scattered clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
226,Khatanga,RU,52.68,overcast clouds,71.9667,102.5,"""Khatanga"""
227,Svetlogorsk,BY,67.5,clear sky,52.6333,29.7333,Hotel Svetlogorsk JBIK
229,Cabo San Lucas,MX,98.62,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
230,Severo-Kurilsk,RU,52.57,moderate rain,50.6789,156.125,Kak Doma
231,Tuktoyaktuk,CA,51.8,overcast clouds,69.4541,-133.0374,End of The Road Ltd.
232,Alice Springs,AU,43.54,clear sky,-23.7,133.8833,Desert Palms Alice Springs
233,Kaeo,NZ,50.32,scattered clouds,-35.1,173.7833,Bushido Lodge
234,Brasileia,BR,91.85,few clouds,-11.0161,-68.7481,Pousada Tobias
235,Kelowna,CA,87.75,few clouds,49.8831,-119.4857,Delta Hotels by Marriott Grand Okanagan Resort
236,Luanda,AO,68.97,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
237,Presidencia Roque Saenz Pena,AR,86.76,overcast clouds,-26.7852,-60.4388,Hotel Gualok
238,Kutoarjo,ID,74.84,overcast clouds,-7.7169,109.9128,Massagus Hotel
239,Tutoia,BR,84.11,scattered clouds,-2.7619,-42.2744,Pousada Guará's
240,Lasa,IT,81.48,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
241,Siraha,NP,81.91,overcast clouds,26.6541,86.2087,Hardik homes
243,Porto Murtinho,BR,96.46,few clouds,-21.6989,-57.8825,Hotel Pantanal
244,Road Town,VG,80.69,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
245,Isangel,VU,76.59,few clouds,-19.55,169.2667,Tanna Lodge
246,Portland,US,75.74,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
247,Narsaq,GL,66.42,clear sky,60.9167,-46.05,Sleep In Narsaq
249,Camana,PE,62.58,overcast clouds,-16.6228,-72.7111,Hostal Morales
250,Vestmannaeyjar,IS,50.99,mist,63.4427,-20.2734,Glamping & Camping
251,San,ML,88.09,overcast clouds,13.3034,-4.8956,Hôtel Teriya
252,Koungou,YT,73.11,overcast clouds,-12.7336,45.2042,Villa Netibor
253,Ibipeba,BR,81.7,scattered clouds,-11.6408,-42.0111,Quitanda santos
254,Watsa,CD,68.76,light rain,3.0372,29.5355,Hôtel Le Pacifique
255,Hanyang,CN,70.23,light rain,32.1371,105.5126,Forestry Hostel
256,Paamiut,GL,46.51,broken clouds,61.994,-49.6678,Pistut
257,Maxixe,MZ,67.64,clear sky,-23.8597,35.3472,Oceano
258,Hastings,GB,72.39,broken clouds,50.8552,0.5729,Zanzibar Hotel
259,Tuatapere,NZ,43.38,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
260,Krasnotorka,UA,67.5,broken clouds,48.682,37.5327,Pansionat Paradiz
261,Baraboo,US,86.14,overcast clouds,43.4711,-89.7443,Thunderbird Motor Inn
262,Pemberton,CA,76.69,broken clouds,50.3164,-122.8027,Pemberton Valley Lodge
263,Qui Nhon,VN,78.87,overcast clouds,13.7667,109.2333,Seagull Hotel
264,Ginda,IN,65.77,overcast clouds,30.6945,78.4932,Sunil Bisht
265,Lixourion,GR,87.8,clear sky,38.2019,20.4314,Hotel Summery
266,Hirara,JP,84.88,clear sky,24.8,125.2833,Hotel Atoll Emerald Miyakojima
267,Guanare,VE,73.42,scattered clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
268,Ust-Tsilma,RU,67.98,broken clouds,65.441,52.1498,U Praskov'i
270,Vestmanna,FO,49.12,overcast clouds,62.1564,-7.1664,Vestmanna Camping
271,Waingapu,ID,74.43,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
272,Tomatlan,MX,91.53,few clouds,19.9333,-105.25,El Salvial
273,Amahai,ID,75.47,broken clouds,-3.3333,128.9167,HOTEL ISABELA
274,Nouadhibou,MR,76.98,clear sky,20.931,-17.0347,El Medina
275,Meadville,US,83.44,broken clouds,41.6414,-80.1515,"Holiday Inn Express Meadville (I-79 Exit 147A), an IHG Hotel"
276,Wildomar,US,89.78,clear sky,33.5989,-117.28,Usda Forest Services
277,Port Elizabeth,ZA,54.1,clear sky,-33.918,25.5701,39 On Nile Guest House
278,Manica,FR,77.05,broken clouds,49.0,-1.1667,Gite Lily
279,Itoman,JP,84.22,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
280,Soe,ID,61.92,scattered clouds,-9.8607,124.284,Dena Hotel
281,Polis,CY,82.22,clear sky,35.0367,32.4264,Marion
282,Gibraltar,GI,78.75,few clouds,36.1447,-5.3526,The Caleta Hotel Gibraltar
285,Kruisfontein,ZA,51.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
287,Mogadishu,SO,76.3,broken clouds,2.0371,45.3438,Hotel Juba
288,Genhe,CN,60.46,scattered clouds,50.7833,121.5167,Companionship Hotel
289,Jacareacanga,BR,99.1,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
292,Mahebourg,MU,70.09,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
293,Ponto Novo,BR,79.12,overcast clouds,-10.8628,-40.1336,Pousada Mucambo
294,Iskateley,RU,49.78,clear sky,67.6803,53.1512,Hostel Agat
295,Ogdensburg,US,83.44,broken clouds,44.6942,-75.4863,Dewar’s Inn on the River
296,Sioux Lookout,CA,75.27,scattered clouds,50.1001,-91.917,Knobby's Fly-In Camps
297,Anadyr,RU,45.1,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
298,Kavaratti,IN,80.98,overcast clouds,10.5669,72.642,Green leaf
300,Janossomorja,HU,97.09,scattered clouds,47.7862,17.136,Erdős Panzió
301,Umm Lajj,SA,87.73,clear sky,25.0213,37.2685,Moon light Furnished Units
302,Los Llanos De Aridane,ES,73.15,few clouds,28.6585,-17.9182,Valle Aridane
303,Meulaboh,ID,77.68,overcast clouds,4.1363,96.1285,Kost Pria
304,Ulundi,ZA,59.61,broken clouds,-28.3352,31.4162,Ekhethelo Lodge Ulundi
305,Souillac,MU,70.18,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
306,Santa Rosa,PH,81.01,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
307,Praia Da Vitoria,PT,80.85,few clouds,38.7333,-27.0667,Hotel Branco I
308,Blyth,GB,63.09,broken clouds,55.1271,-1.5086,Carlton house
309,Fairbanks,US,57.81,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
310,Musetesti,RO,84.63,clear sky,45.15,23.4667,"Pensiunea ""La Troita"""
311,Ranong,TH,76.93,moderate rain,9.9658,98.6348,Numsai Khaosuay Resort Ranong
312,Ternate,ID,79.77,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
313,Bam,IR,95.9,few clouds,29.106,58.357,Bam Tourist Hotel
314,Jiayuguan,CN,68.2,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
315,Necochea,AR,51.64,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
316,Bandundu,CD,88.68,scattered clouds,-3.3167,17.3667,Coja Color
317,Portales,US,89.1,scattered clouds,34.1862,-103.3344,"Holiday Inn Express & Suites Portales, an IHG Hotel"
318,Petropavlovsk-Kamchatskiy,RU,57.79,light rain,53.0452,158.6483,The Hotel Petropavlovsky
319,Brownsville,US,94.08,scattered clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
320,Vitim,RU,62.1,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
321,Sambava,MG,69.17,light rain,-14.2667,50.1667,Melrose
322,Port Alfred,ZA,54.18,clear sky,-33.5906,26.891,The Halyards Hotel
323,Seddon,AU,47.14,clear sky,-37.8068,144.8916,Footscray Motor Inn
324,Panevezys,LT,76.1,few clouds,55.7333,24.35,Linos apartamentai
325,Coihaique,CL,37.35,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
326,Honiara,SB,76.26,few clouds,-9.4333,159.95,Heritage Park Hotel
327,Kinna,SE,89.74,overcast clouds,57.5073,12.6946,Hanatorps Camping
328,Leningradskiy,RU,33.48,light snow,69.3833,178.4167,Gostinitsa
329,Seoul,KR,74.64,broken clouds,37.5683,126.9778,LOTTE HOTEL SEOUL
330,Natal,BR,84.42,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
331,Alofi,NU,64.29,clear sky,-19.0595,-169.9187,Taloa Heights
332,Pisco,PE,66.02,broken clouds,-13.7,-76.2167,Hotel San Isidro Oficial
334,Lebu,CL,53.04,moderate rain,-37.6167,-73.65,Hostal Las Lilas
335,Lukh,RU,60.93,scattered clouds,57.0124,42.2584,Yoga Hostel
336,Linkou,CN,63.82,clear sky,45.3,130.2833,Yueliang Resort
337,Itarantim,BR,79.57,broken clouds,-15.6597,-40.0656,Pousada Buterfly
338,Yar-Sale,RU,46.29,overcast clouds,66.8333,70.8333,Yalemd
339,Hobyo,SO,76.41,broken clouds,5.3505,48.5268,Iftin hotel hobyo
340,Baruun-Urt,MN,71.8,broken clouds,46.6806,113.2792,Ахмадын амралт сувилал
341,El Tigre,VE,87.04,scattered clouds,8.8875,-64.2454,Hotel Santa Cruz
342,Zaplavnoye,RU,73.0,broken clouds,48.7048,45.0229,"Emerald, recreation"
343,Marsh Harbour,BS,83.5,clear sky,26.5412,-77.0636,Abaco Beach Resort
344,Sigmaringen,DE,81.07,few clouds,48.0833,9.2167,Jägerhof
345,Xining,CN,47.88,broken clouds,36.6167,101.7667,Super Leisure Hotel
346,Durant,US,89.58,scattered clouds,33.994,-96.3708,"Holiday Inn Express & Suites Durant, an IHG Hotel"
